ts,symbol,side,clip_usd,slippage_bps,book_usd_bid,book_usd_ask
2026-08-08T14:00:00.000Z,BNBUSDT,buy,1000000,8.918,9718390,9380232
2026-08-08T14:00:00.000Z,BNBUSDT,buy,5000000,35.063,9718390,9380232
2026-08-08T14:00:00.000Z,BNBUSDT,sell,10000,0.14,9718390,9380232
2026-08-08T14:00:00.000Z,BNBUSDT,sell,100000,2.206,9718390,9380232
2026-08-08T14:00:00.000Z,BNBUSDT,sell,1000000,10.275,9718390,9380232
2026-08-08T14:00:00.000Z,BNBUSDT,sell,5000000,41.182,9718390,9380232
2026-08-08T14:00:00.000Z,BTCUSDT,buy,10000,0.008,51401167,57928831
2026-08-08T14:00:00.000Z,BTCUSDT,buy,100000,0.119,51401167,57928831
2026-08-08T14:00:00.000Z,BTCUSDT,buy,1000000,0.569,51401167,57928831
2026-08-08T14:00:00.000Z,BTCUSDT,buy,5000000,1.771,51401167,57928831
2026-08-08T14:00:00.000Z,BTCUSDT,sell,10000,0.008,51401167,57928831
2026-08-08T14:00:00.000Z,BTCUSDT,sell,100000,0.008,51401167,57928831
2026-08-08T14:00:00.000Z,BTCUSDT,sell,1000000,0.008,51401167,57928831
2026-08-08T14:00:00.000Z,BTCUSDT,sell,5000000,0.453,51401167,57928831
2026-08-08T14:00:00.000Z,DOGEUSDT,buy,10000,0.7,42831324,28368831
2026-08-08T14:00:00.000Z,DOGEUSDT,buy,100000,2.122,42831324,28368831
2026-08-08T14:00:00.000Z,DOGEUSDT,buy,1000000,11.61,42831324,28368831
2026-08-08T14:00:00.000Z,DOGEUSDT,buy,5000000,58.634,42831324,28368831
2026-08-08T14:00:00.000Z,DOGEUSDT,sell,10000,0.7,42831324,28368831
2026-08-08T14:00:00.000Z,DOGEUSDT,sell,100000,2.352,42831324,28368831
2026-08-08T14:00:00.000Z,DOGEUSDT,sell,1000000,14.93,42831324,28368831
2026-08-08T14:00:00.000Z,DOGEUSDT,sell,5000000,62.66,42831324,28368831
2026-08-08T14:00:00.000Z,ETHUSDT,buy,10000,0.026,55814654,63741311
2026-08-08T14:00:00.000Z,ETHUSDT,buy,100000,0.026,55814654,63741311
2026-08-08T14:00:00.000Z,ETHUSDT,buy,1000000,1.007,55814654,63741311
2026-08-08T14:00:00.000Z,ETHUSDT,buy,5000000,3.844,55814654,63741311
2026-08-08T14:00:00.000Z,ETHUSDT,sell,10000,0.026,55814654,63741311
2026-08-08T14:00:00.000Z,ETHUSDT,sell,100000,0.026,55814654,63741311
2026-08-08T14:00:00.000Z,ETHUSDT,sell,1000000,0.175,55814654,63741311
2026-08-08T14:00:00.000Z,ETHUSDT,sell,5000000,2.404,55814654,63741311
2026-08-08T14:00:00.000Z,LINKUSDT,buy,10000,1.197,8399406,5869727
2026-08-08T14:00:00.000Z,LINKUSDT,buy,100000,5.029,8399406,5869727
2026-08-08T14:00:00.000Z,LINKUSDT,buy,1000000,25.945,8399406,5869727
2026-08-08T14:00:00.000Z,LINKUSDT,buy,5000000,136.503,8399406,5869727
2026-08-08T14:00:00.000Z,LINKUSDT,sell,10000,0.838,8399406,5869727
2026-08-08T14:00:00.000Z,LINKUSDT,sell,100000,4.143,8399406,5869727
2026-08-08T14:00:00.000Z,LINKUSDT,sell,1000000,28.174,8399406,5869727
2026-08-08T14:00:00.000Z,LINKUSDT,sell,5000000,122.252,8399406,5869727
2026-08-08T14:00:00.000Z,SOLUSDT,buy,10000,0.657,92797116,65491381
2026-08-08T14:00:00.000Z,SOLUSDT,buy,100000,0.657,92797116,65491381
2026-08-08T14:00:00.000Z,SOLUSDT,buy,1000000,3.178,92797116,65491381
2026-08-08T14:00:00.000Z,SOLUSDT,buy,5000000,11.864,92797116,65491381
2026-08-08T14:00:00.000Z,SOLUSDT,sell,10000,0.657,92797116,65491381
2026-08-08T14:00:00.000Z,SOLUSDT,sell,100000,0.657,92797116,65491381
2026-08-08T14:00:00.000Z,SOLUSDT,sell,1000000,2.721,92797116,65491381
2026-08-08T14:00:00.000Z,SOLUSDT,sell,5000000,10.136,92797116,65491381
2026-08-08T14:00:00.000Z,XRPUSDT,buy,10000,0.479,35949155,30504649
2026-08-08T14:00:00.000Z,XRPUSDT,buy,100000,0.522,35949155,30504649
2026-08-08T14:00:00.000Z,XRPUSDT,buy,1000000,3.21,35949155,30504649
2026-08-08T14:00:00.000Z,XRPUSDT,buy,5000000,18.005,35949155,30504649
2026-08-08T14:00:00.000Z,XRPUSDT,sell,10000,0.479,35949155,30504649
2026-08-08T14:00:00.000Z,XRPUSDT,sell,100000,1.38,35949155,30504649
2026-08-08T14:00:00.000Z,XRPUSDT,sell,1000000,5.345,35949155,30504649
2026-08-08T14:00:00.000Z,XRPUSDT,sell,5000000,24.097,35949155,30504649
2026-08-08T15:00:00.000Z,ADAUSDT,buy,10000,2.504,15835141,12058639
2026-08-08T15:00:00.000Z,ADAUSDT,buy,100000,7.272,15835141,12058639
2026-08-08T15:00:00.000Z,ADAUSDT,buy,1000000,36.567,15835141,12058639
2026-08-08T15:00:00.000Z,ADAUSDT,buy,5000000,117.02,15835141,12058639
2026-08-08T15:00:00.000Z,ADAUSDT,sell,10000,2.504,15835141,12058639
2026-08-08T15:00:00.000Z,ADAUSDT,sell,100000,6.341,15835141,12058639
2026-08-08T15:00:00.000Z,ADAUSDT,sell,1000000,31.739,15835141,12058639
2026-08-08T15:00:00.000Z,ADAUSDT,sell,5000000,94.492,15835141,12058639
2026-08-08T15:00:00.000Z,BNBUSDT,buy,10000,0.083,9317357,9546928
2026-08-08T15:00:00.000Z,BNBUSDT,buy,100000,0.984,9317357,9546928
2026-08-08T15:00:00.000Z,BNBUSDT,buy,1000000,12.626,9317357,9546928
2026-08-08T15:00:00.000Z,BNBUSDT,buy,5000000,45.168,9317357,9546928
2026-08-08T15:00:00.000Z,BNBUSDT,sell,10000,0.555,9317357,9546928
2026-08-08T15:00:00.000Z,BNBUSDT,sell,100000,1.76,9317357,9546928
2026-08-08T15:00:00.000Z,BNBUSDT,sell,1000000,11.962,9317357,9546928
2026-08-08T15:00:00.000Z,BNBUSDT,sell,5000000,45.065,9317357,9546928
2026-08-08T15:00:00.000Z,BTCUSDT,buy,10000,0.008,51612261,59161904
2026-08-08T15:00:00.000Z,BTCUSDT,buy,100000,0.008,51612261,59161904
2026-08-08T15:00:00.000Z,BTCUSDT,buy,1000000,0.239,51612261,59161904
2026-08-08T15:00:00.000Z,BTCUSDT,buy,5000000,1.24,51612261,59161904
2026-08-08T15:00:00.000Z,BTCUSDT,sell,10000,0.008,51612261,59161904
2026-08-08T15:00:00.000Z,BTCUSDT,sell,100000,0.008,51612261,59161904
2026-08-08T15:00:00.000Z,BTCUSDT,sell,1000000,0.008,51612261,59161904
2026-08-08T15:00:00.000Z,BTCUSDT,sell,5000000,0.389,51612261,59161904
2026-08-08T15:00:00.000Z,DOGEUSDT,buy,10000,0.704,42816708,28165200
2026-08-08T15:00:00.000Z,DOGEUSDT,buy,100000,1.685,42816708,28165200
2026-08-08T15:00:00.000Z,DOGEUSDT,buy,1000000,12.666,42816708,28165200
2026-08-08T15:00:00.000Z,DOGEUSDT,buy,5000000,64.426,42816708,28165200
2026-08-08T15:00:00.000Z,DOGEUSDT,sell,10000,0.704,42816708,28165200
2026-08-08T15:00:00.000Z,DOGEUSDT,sell,100000,1.829,42816708,28165200
2026-08-08T15:00:00.000Z,DOGEUSDT,sell,1000000,9.18,42816708,28165200
2026-08-08T15:00:00.000Z,DOGEUSDT,sell,5000000,49.402,42816708,28165200
2026-08-08T15:00:00.000Z,ETHUSDT,buy,10000,0.026,67538744,62491726
2026-08-08T15:00:00.000Z,ETHUSDT,buy,100000,0.101,67538744,62491726
2026-08-08T15:00:00.000Z,ETHUSDT,buy,1000000,1.096,67538744,62491726
2026-08-08T15:00:00.000Z,ETHUSDT,buy,5000000,3.602,67538744,62491726
2026-08-08T15:00:00.000Z,ETHUSDT,sell,10000,0.026,67538744,62491726
2026-08-08T15:00:00.000Z,ETHUSDT,sell,100000,0.026,67538744,62491726
2026-08-08T15:00:00.000Z,ETHUSDT,sell,1000000,0.047,67538744,62491726
2026-08-08T15:00:00.000Z,ETHUSDT,sell,5000000,2.607,67538744,62491726
2026-08-08T15:00:00.000Z,LINKUSDT,buy,10000,0.6,8419998,6184243
2026-08-08T15:00:00.000Z,LINKUSDT,buy,100000,1.925,8419998,6184243
2026-08-08T15:00:00.000Z,LINKUSDT,buy,1000000,24.775,8419998,6184243
2026-08-08T15:00:00.000Z,LINKUSDT,buy,5000000,130.568,8419998,6184243
2026-08-08T15:00:00.000Z,LINKUSDT,sell,10000,1.16,8419998,6184243
2026-08-08T15:00:00.000Z,LINKUSDT,sell,100000,4.58,8419998,6184243
2026-08-08T15:00:00.000Z,LINKUSDT,sell,1000000,30.381,8419998,6184243
2026-08-08T15:00:00.000Z,LINKUSDT,sell,5000000,115.155,8419998,6184243
2026-08-08T15:00:00.000Z,SOLUSDT,buy,10000,0.655,90091823,77808834
2026-08-08T15:00:00.000Z,SOLUSDT,buy,100000,0.71,90091823,77808834
2026-08-08T15:00:00.000Z,SOLUSDT,buy,1000000,2.769,90091823,77808834
2026-08-08T15:00:00.000Z,SOLUSDT,buy,5000000,11.016,90091823,77808834
2026-08-08T15:00:00.000Z,SOLUSDT,sell,10000,0.655,90091823,77808834
2026-08-08T15:00:00.000Z,SOLUSDT,sell,100000,0.655,90091823,77808834
2026-08-08T15:00:00.000Z,SOLUSDT,sell,1000000,2.865,90091823,77808834
2026-08-08T15:00:00.000Z,SOLUSDT,sell,5000000,10.992,90091823,77808834
2026-08-08T15:00:00.000Z,XRPUSDT,buy,10000,0.479,35910484,30112325
2026-08-08T15:00:00.000Z,XRPUSDT,buy,100000,0.918,35910484,30112325
2026-08-08T15:00:00.000Z,XRPUSDT,buy,1000000,6.179,35910484,30112325
2026-08-08T15:00:00.000Z,XRPUSDT,buy,5000000,22.073,35910484,30112325
2026-08-08T15:00:00.000Z,XRPUSDT,sell,10000,0.479,35910484,30112325
2026-08-08T15:00:00.000Z,XRPUSDT,sell,100000,1.486,35910484,30112325
2026-08-08T15:00:00.000Z,XRPUSDT,sell,1000000,5.201,35910484,30112325
2026-08-08T15:00:00.000Z,XRPUSDT,sell,5000000,23.408,35910484,30112325
2026-08-08T16:00:00.000Z,ADAUSDT,buy,10000,2.502,15780958,12146361
2026-08-08T16:00:00.000Z,ADAUSDT,buy,100000,6.211,15780958,12146361
2026-08-08T16:00:00.000Z,ADAUSDT,buy,1000000,35.91,15780958,12146361
2026-08-08T16:00:00.000Z,ADAUSDT,buy,5000000,121.998,15780958,12146361
2026-08-08T16:00:00.000Z,ADAUSDT,sell,10000,2.502,15780958,12146361
2026-08-08T16:00:00.000Z,ADAUSDT,sell,100000,7.495,15780958,12146361
2026-08-08T16:00:00.000Z,ADAUSDT,sell,1000000,35.29,15780958,12146361
2026-08-08T16:00:00.000Z,ADAUSDT,sell,5000000,95.915,15780958,12146361
2026-08-08T16:00:00.000Z,BNBUSDT,buy,10000,0.083,9485749,9146640
2026-08-08T16:00:00.000Z,BNBUSDT,buy,100000,1.528,9485749,9146640
2026-08-08T16:00:00.000Z,BNBUSDT,buy,1000000,10.628,9485749,9146640
2026-08-08T16:00:00.000Z,BNBUSDT,buy,5000000,43.749,9485749,9146640
2026-08-08T16:00:00.000Z,BNBUSDT,sell,10000,0.098,9485749,9146640
2026-08-08T16:00:00.000Z,BNBUSDT,sell,100000,1.97,9485749,9146640
2026-08-08T16:00:00.000Z,BNBUSDT,sell,1000000,11.102,9485749,9146640
2026-08-08T16:00:00.000Z,BNBUSDT,sell,5000000,42.485,9485749,9146640
2026-08-08T16:00:00.000Z,BTCUSDT,buy,10000,0.008,40934145,43033918
2026-08-08T16:00:00.000Z,BTCUSDT,buy,100000,0.008,40934145,43033918
2026-08-08T16:00:00.000Z,BTCUSDT,buy,1000000,0.109,40934145,43033918
2026-08-08T16:00:00.000Z,BTCUSDT,buy,5000000,1.554,40934145,43033918
2026-08-08T16:00:00.000Z,BTCUSDT,sell,10000,0.008,40934145,43033918
2026-08-08T16:00:00.000Z,BTCUSDT,sell,100000,0.008,40934145,43033918
2026-08-08T16:00:00.000Z,BTCUSDT,sell,1000000,0.167,40934145,43033918
2026-08-08T16:00:00.000Z,BTCUSDT,sell,5000000,1.696,40934145,43033918
2026-08-08T16:00:00.000Z,DOGEUSDT,buy,10000,0.703,42600531,28857322
2026-08-08T16:00:00.000Z,DOGEUSDT,buy,100000,0.855,42600531,28857322
2026-08-08T16:00:00.000Z,DOGEUSDT,buy,1000000,8.759,42600531,28857322
2026-08-08T16:00:00.000Z,DOGEUSDT,buy,5000000,57.031,42600531,28857322
2026-08-08T16:00:00.000Z,DOGEUSDT,sell,10000,0.703,42600531,28857322
2026-08-08T16:00:00.000Z,DOGEUSDT,sell,100000,2.32,42600531,28857322
2026-08-08T16:00:00.000Z,DOGEUSDT,sell,1000000,9.448,42600531,28857322
2026-08-08T16:00:00.000Z,DOGEUSDT,sell,5000000,48.565,42600531,28857322
2026-08-08T16:00:00.000Z,ETHUSDT,buy,10000,0.026,66996210,61508177
2026-08-08T16:00:00.000Z,ETHUSDT,buy,100000,0.026,66996210,61508177
2026-08-08T16:00:00.000Z,ETHUSDT,buy,1000000,0.908,66996210,61508177
2026-08-08T16:00:00.000Z,ETHUSDT,buy,5000000,3.818,66996210,61508177
2026-08-08T16:00:00.000Z,ETHUSDT,sell,10000,0.026,66996210,61508177
2026-08-08T16:00:00.000Z,ETHUSDT,sell,100000,0.026,66996210,61508177
2026-08-08T16:00:00.000Z,ETHUSDT,sell,1000000,0.436,66996210,61508177
2026-08-08T16:00:00.000Z,ETHUSDT,sell,5000000,3.01,66996210,61508177
2026-08-08T16:00:00.000Z,LINKUSDT,buy,10000,1.035,8410739,6086265
2026-08-08T16:00:00.000Z,LINKUSDT,buy,100000,4.407,8410739,6086265
2026-08-08T16:00:00.000Z,LINKUSDT,buy,1000000,28.045,8410739,6086265
2026-08-08T16:00:00.000Z,LINKUSDT,buy,5000000,134.805,8410739,6086265
2026-08-08T16:00:00.000Z,LINKUSDT,sell,10000,0.6,8410739,6086265
2026-08-08T16:00:00.000Z,LINKUSDT,sell,100000,3.698,8410739,6086265
2026-08-08T16:00:00.000Z,LINKUSDT,sell,1000000,28.218,8410739,6086265
2026-08-08T16:00:00.000Z,LINKUSDT,sell,5000000,113.031,8410739,6086265
2026-08-08T16:00:00.000Z,SOLUSDT,buy,10000,0.655,92310797,77977898
2026-08-08T16:00:00.000Z,SOLUSDT,buy,100000,0.694,92310797,77977898
2026-08-08T16:00:00.000Z,SOLUSDT,buy,1000000,3.892,92310797,77977898
2026-08-08T16:00:00.000Z,SOLUSDT,buy,5000000,14.308,92310797,77977898
2026-08-08T16:00:00.000Z,SOLUSDT,sell,10000,0.655,92310797,77977898
2026-08-08T16:00:00.000Z,SOLUSDT,sell,100000,0.655,92310797,77977898
2026-08-08T16:00:00.000Z,SOLUSDT,sell,1000000,2.851,92310797,77977898
2026-08-08T16:00:00.000Z,SOLUSDT,sell,5000000,10.039,92310797,77977898
2026-08-08T16:00:00.000Z,XRPUSDT,buy,10000,0.478,35520143,31637248
2026-08-08T16:00:00.000Z,XRPUSDT,buy,100000,0.478,35520143,31637248
2026-08-08T16:00:00.000Z,XRPUSDT,buy,1000000,4.234,35520143,31637248
2026-08-08T16:00:00.000Z,XRPUSDT,buy,5000000,16.352,35520143,31637248
2026-08-08T16:00:00.000Z,XRPUSDT,sell,10000,0.478,35520143,31637248
2026-08-08T16:00:00.000Z,XRPUSDT,sell,100000,1.297,35520143,31637248
2026-08-08T16:00:00.000Z,XRPUSDT,sell,1000000,5.615,35520143,31637248
2026-08-08T16:00:00.000Z,XRPUSDT,sell,5000000,24.694,35520143,31637248
2026-08-08T17:00:00.000Z,ADAUSDT,buy,10000,2.504,15455799,11810014
2026-08-08T17:00:00.000Z,ADAUSDT,buy,100000,5.664,15455799,11810014
2026-08-08T17:00:00.000Z,ADAUSDT,buy,1000000,35.48,15455799,11810014
2026-08-08T17:00:00.000Z,ADAUSDT,buy,5000000,123.643,15455799,11810014
2026-08-08T17:00:00.000Z,ADAUSDT,sell,10000,2.504,15455799,11810014
2026-08-08T17:00:00.000Z,ADAUSDT,sell,100000,6.262,15455799,11810014
2026-08-08T17:00:00.000Z,ADAUSDT,sell,1000000,32.631,15455799,11810014
2026-08-08T17:00:00.000Z,ADAUSDT,sell,5000000,94.823,15455799,11810014
2026-08-08T17:00:00.000Z,BNBUSDT,buy,10000,0.238,9651872,9584634
2026-08-08T17:00:00.000Z,BNBUSDT,buy,100000,2.148,9651872,9584634
2026-08-08T17:00:00.000Z,BNBUSDT,buy,1000000,11.558,9651872,9584634
2026-08-08T17:00:00.000Z,BNBUSDT,buy,5000000,40.243,9651872,9584634
2026-08-08T17:00:00.000Z,BNBUSDT,sell,10000,0.083,9651872,9584634
2026-08-08T17:00:00.000Z,BNBUSDT,sell,100000,0.651,9651872,9584634
2026-08-08T17:00:00.000Z,BNBUSDT,sell,1000000,11.352,9651872,9584634
2026-08-08T17:00:00.000Z,BNBUSDT,sell,5000000,42.126,9651872,9584634
2026-08-08T17:00:00.000Z,BTCUSDT,buy,10000,0.008,45493064,60727457
2026-08-08T17:00:00.000Z,BTCUSDT,buy,100000,0.008,45493064,60727457
2026-08-08T17:00:00.000Z,BTCUSDT,buy,1000000,0.008,45493064,60727457
2026-08-08T17:00:00.000Z,BTCUSDT,buy,5000000,0.41,45493064,60727457
2026-08-08T17:00:00.000Z,BTCUSDT,sell,10000,0.008,45493064,60727457
2026-08-08T17:00:00.000Z,BTCUSDT,sell,100000,0.008,45493064,60727457
2026-08-08T17:00:00.000Z,BTCUSDT,sell,1000000,0.036,45493064,60727457
2026-08-08T17:00:00.000Z,BTCUSDT,sell,5000000,1.312,45493064,60727457
2026-08-08T17:00:00.000Z,DOGEUSDT,buy,10000,0.701,43216659,28999425
2026-08-08T17:00:00.000Z,DOGEUSDT,buy,100000,0.701,43216659,28999425
2026-08-08T17:00:00.000Z,DOGEUSDT,buy,1000000,9.546,43216659,28999425
2026-08-08T17:00:00.000Z,DOGEUSDT,buy,5000000,57.287,43216659,28999425
2026-08-08T17:00:00.000Z,DOGEUSDT,sell,10000,1.413,43216659,28999425
2026-08-08T17:00:00.000Z,DOGEUSDT,sell,100000,2.576,43216659,28999425
2026-08-08T17:00:00.000Z,DOGEUSDT,sell,1000000,13.347,43216659,28999425
2026-08-08T17:00:00.000Z,DOGEUSDT,sell,5000000,51.47,43216659,28999425
2026-08-08T17:00:00.000Z,ETHUSDT,buy,10000,0.026,65661079,68107233
2026-08-08T17:00:00.000Z,ETHUSDT,buy,100000,0.026,65661079,68107233
2026-08-08T17:00:00.000Z,ETHUSDT,buy,1000000,0.514,65661079,68107233
2026-08-08T17:00:00.000Z,ETHUSDT,buy,5000000,2.685,65661079,68107233
2026-08-08T17:00:00.000Z,ETHUSDT,sell,10000,0.026,65661079,68107233
2026-08-08T17:00:00.000Z,ETHUSDT,sell,100000,0.026,65661079,68107233
2026-08-08T17:00:00.000Z,ETHUSDT,sell,1000000,0.763,65661079,68107233
2026-08-08T17:00:00.000Z,ETHUSDT,sell,5000000,2.804,65661079,68107233
2026-08-08T17:00:00.000Z,LINKUSDT,buy,10000,0.599,8466340,6159151
2026-08-08T17:00:00.000Z,LINKUSDT,buy,100000,2.098,8466340,6159151
2026-08-08T17:00:00.000Z,LINKUSDT,buy,1000000,24.833,8466340,6159151
2026-08-08T17:00:00.000Z,LINKUSDT,buy,5000000,128.72,8466340,6159151
2026-08-08T17:00:00.000Z,LINKUSDT,sell,10000,0.599,8466340,6159151
2026-08-08T17:00:00.000Z,LINKUSDT,sell,100000,3.657,8466340,6159151
2026-08-08T17:00:00.000Z,LINKUSDT,sell,1000000,26.763,8466340,6159151
2026-08-08T17:00:00.000Z,LINKUSDT,sell,5000000,112.92,8466340,6159151
2026-08-08T17:00:00.000Z,SOLUSDT,buy,10000,0.655,91374913,79773248
2026-08-08T17:00:00.000Z,SOLUSDT,buy,100000,0.705,91374913,79773248
2026-08-08T17:00:00.000Z,SOLUSDT,buy,1000000,3.834,91374913,79773248
2026-08-08T17:00:00.000Z,SOLUSDT,buy,5000000,12.175,91374913,79773248
2026-08-08T17:00:00.000Z,SOLUSDT,sell,10000,0.655,91374913,79773248
2026-08-08T17:00:00.000Z,SOLUSDT,sell,100000,0.655,91374913,79773248
2026-08-08T17:00:00.000Z,SOLUSDT,sell,1000000,3.127,91374913,79773248
2026-08-08T17:00:00.000Z,SOLUSDT,sell,5000000,12.024,91374913,79773248
2026-08-08T17:00:00.000Z,XRPUSDT,buy,10000,0.478,35339527,31331326
2026-08-08T17:00:00.000Z,XRPUSDT,buy,100000,0.997,35339527,31331326
2026-08-08T17:00:00.000Z,XRPUSDT,buy,1000000,5.279,35339527,31331326
2026-08-08T17:00:00.000Z,XRPUSDT,buy,5000000,18.311,35339527,31331326
2026-08-08T17:00:00.000Z,XRPUSDT,sell,10000,0.478,35339527,31331326
2026-08-08T17:00:00.000Z,XRPUSDT,sell,100000,0.915,35339527,31331326
2026-08-08T17:00:00.000Z,XRPUSDT,sell,1000000,5.144,35339527,31331326
2026-08-08T17:00:00.000Z,XRPUSDT,sell,5000000,24.855,35339527,31331326
2026-08-08T18:00:00.000Z,ADAUSDT,buy,10000,2.496,15868760,12141313
2026-08-08T18:00:00.000Z,ADAUSDT,buy,100000,7.2,15868760,12141313
2026-08-08T18:00:00.000Z,ADAUSDT,buy,1000000,33.221,15868760,12141313
2026-08-08T18:00:00.000Z,ADAUSDT,buy,5000000,109.472,15868760,12141313
2026-08-08T18:00:00.000Z,ADAUSDT,sell,10000,2.496,15868760,12141313
2026-08-08T18:00:00.000Z,ADAUSDT,sell,100000,7.206,15868760,12141313
2026-08-08T18:00:00.000Z,ADAUSDT,sell,1000000,35.822,15868760,12141313
2026-08-08T18:00:00.000Z,ADAUSDT,sell,5000000,106.943,15868760,12141313
2026-08-08T18:00:00.000Z,BNBUSDT,buy,10000,0.083,9283443,9307855
2026-08-08T18:00:00.000Z,BNBUSDT,buy,100000,1.527,9283443,9307855
2026-08-08T18:00:00.000Z,BNBUSDT,buy,1000000,10.327,9283443,9307855
2026-08-08T18:00:00.000Z,BNBUSDT,buy,5000000,41.02,9283443,9307855
2026-08-08T18:00:00.000Z,BNBUSDT,sell,10000,0.172,9283443,9307855
2026-08-08T18:00:00.000Z,BNBUSDT,sell,100000,2.343,9283443,9307855
2026-08-08T18:00:00.000Z,BNBUSDT,sell,1000000,12.295,9283443,9307855
2026-08-08T18:00:00.000Z,BNBUSDT,sell,5000000,43.156,9283443,9307855
2026-08-08T18:00:00.000Z,BTCUSDT,buy,10000,0.008,46502585,60587968
2026-08-08T18:00:00.000Z,BTCUSDT,buy,100000,0.008,46502585,60587968
2026-08-08T18:00:00.000Z,BTCUSDT,buy,1000000,0.008,46502585,60587968
2026-08-08T18:00:00.000Z,BTCUSDT,buy,5000000,1.435,46502585,60587968
2026-08-08T18:00:00.000Z,BTCUSDT,sell,10000,0.008,46502585,60587968
2026-08-08T18:00:00.000Z,BTCUSDT,sell,100000,0.008,46502585,60587968
2026-08-08T18:00:00.000Z,BTCUSDT,sell,1000000,0.199,46502585,60587968
2026-08-08T18:00:00.000Z,BTCUSDT,sell,5000000,1.621,46502585,60587968
2026-08-08T18:00:00.000Z,DOGEUSDT,buy,10000,0.704,44348545,29239345
2026-08-08T18:00:00.000Z,DOGEUSDT,buy,100000,2.01,44348545,29239345
2026-08-08T18:00:00.000Z,DOGEUSDT,buy,1000000,10.43,44348545,29239345
2026-08-08T18:00:00.000Z,DOGEUSDT,buy,5000000,58.536,44348545,29239345
2026-08-08T18:00:00.000Z,DOGEUSDT,sell,10000,0.704,44348545,29239345
2026-08-08T18:00:00.000Z,DOGEUSDT,sell,100000,1.354,44348545,29239345
2026-08-08T18:00:00.000Z,DOGEUSDT,sell,1000000,9.998,44348545,29239345
2026-08-08T18:00:00.000Z,DOGEUSDT,sell,5000000,47.074,44348545,29239345
2026-08-08T18:00:00.000Z,ETHUSDT,buy,10000,0.026,68405899,56753138
2026-08-08T18:00:00.000Z,ETHUSDT,buy,100000,0.026,68405899,56753138
2026-08-08T18:00:00.000Z,ETHUSDT,buy,1000000,0.756,68405899,56753138
2026-08-08T18:00:00.000Z,ETHUSDT,buy,5000000,3.341,68405899,56753138
2026-08-08T18:00:00.000Z,ETHUSDT,sell,10000,0.026,68405899,56753138
2026-08-08T18:00:00.000Z,ETHUSDT,sell,100000,0.026,68405899,56753138
2026-08-08T18:00:00.000Z,ETHUSDT,sell,1000000,0.835,68405899,56753138
2026-08-08T18:00:00.000Z,ETHUSDT,sell,5000000,3.966,68405899,56753138
2026-08-08T18:00:00.000Z,LINKUSDT,buy,10000,0.902,8388455,6305281
2026-08-08T18:00:00.000Z,LINKUSDT,buy,100000,2.961,8388455,6305281
2026-08-08T18:00:00.000Z,LINKUSDT,buy,1000000,25.863,8388455,6305281
2026-08-08T18:00:00.000Z,LINKUSDT,buy,5000000,127.985,8388455,6305281
2026-08-08T18:00:00.000Z,LINKUSDT,sell,10000,0.66,8388455,6305281
2026-08-08T18:00:00.000Z,LINKUSDT,sell,100000,4.556,8388455,6305281
2026-08-08T18:00:00.000Z,LINKUSDT,sell,1000000,27.102,8388455,6305281
2026-08-08T18:00:00.000Z,LINKUSDT,sell,5000000,113.859,8388455,6305281
2026-08-08T18:00:00.000Z,SOLUSDT,buy,10000,0.657,91408195,80802832
2026-08-08T18:00:00.000Z,SOLUSDT,buy,100000,0.657,91408195,80802832
2026-08-08T18:00:00.000Z,SOLUSDT,buy,1000000,3.553,91408195,80802832
2026-08-08T18:00:00.000Z,SOLUSDT,buy,5000000,13.764,91408195,80802832
2026-08-08T18:00:00.000Z,SOLUSDT,sell,10000,0.657,91408195,80802832
2026-08-08T18:00:00.000Z,SOLUSDT,sell,100000,0.657,91408195,80802832
2026-08-08T18:00:00.000Z,SOLUSDT,sell,1000000,2.963,91408195,80802832
2026-08-08T18:00:00.000Z,SOLUSDT,sell,5000000,10.554,91408195,80802832
2026-08-08T18:00:00.000Z,XRPUSDT,buy,10000,0.48,35428838,31575942
2026-08-08T18:00:00.000Z,XRPUSDT,buy,100000,0.91,35428838,31575942
2026-08-08T18:00:00.000Z,XRPUSDT,buy,1000000,5.734,35428838,31575942
2026-08-08T18:00:00.000Z,XRPUSDT,buy,5000000,24.965,35428838,31575942
2026-08-08T18:00:00.000Z,XRPUSDT,sell,10000,0.48,35428838,31575942
2026-08-08T18:00:00.000Z,XRPUSDT,sell,100000,0.798,35428838,31575942
2026-08-08T18:00:00.000Z,XRPUSDT,sell,1000000,5.104,35428838,31575942
2026-08-08T18:00:00.000Z,XRPUSDT,sell,5000000,24.718,35428838,31575942
2026-08-08T19:00:00.000Z,ADAUSDT,buy,10000,2.492,15979952,11875953
2026-08-08T19:00:00.000Z,ADAUSDT,buy,100000,6.762,15979952,11875953
2026-08-08T19:00:00.000Z,ADAUSDT,buy,1000000,30.823,15979952,11875953
2026-08-08T19:00:00.000Z,ADAUSDT,buy,5000000,103.107,15979952,11875953
2026-08-08T19:00:00.000Z,ADAUSDT,sell,10000,2.492,15979952,11875953
2026-08-08T19:00:00.000Z,ADAUSDT,sell,100000,5.778,15979952,11875953
2026-08-08T19:00:00.000Z,ADAUSDT,sell,1000000,31.175,15979952,11875953
2026-08-08T19:00:00.000Z,ADAUSDT,sell,5000000,108.937,15979952,11875953
2026-08-08T19:00:00.000Z,BNBUSDT,buy,10000,0.695,9482304,8454310
2026-08-08T19:00:00.000Z,BNBUSDT,buy,100000,1.595,9482304,8454310
