report_date,market_code,market_name,open_interest,hedge_fund_long,hedge_fund_short,institutional_long,institutional_short,other_reportable_long,other_reportable_short,small_trader_long,small_trader_short,source
2025-06-03,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,29758,4040,18484,8591,449,1820,3247,1341,978,bykaranteli.com
2025-06-03,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,25839,6958,9433,2501,417,7246,2449,6515,1920,bykaranteli.com
2025-06-03,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,22164,1326,11384,2925,544,102,511,972,532,bykaranteli.com
2025-06-03,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,47941,18993,41533,896,819,21972,4126,2254,419,bykaranteli.com
2025-05-27,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,31964,3525,18786,9148,414,1650,3470,1554,1052,bykaranteli.com
2025-05-27,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,39926,7875,18486,2904,353,8284,2979,6981,2468,bykaranteli.com
2025-05-27,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,23392,1027,12961,2973,600,123,939,1013,538,bykaranteli.com
2025-05-27,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,130108,76418,101924,733,1134,25627,14386,2534,653,bykaranteli.com
2025-05-20,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,32033,3128,17839,8943,439,2297,3495,1466,1206,bykaranteli.com
2025-05-20,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,32748,5778,13453,2719,209,6518,3237,6926,2196,bykaranteli.com
2025-05-20,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,20036,1093,10556,2600,934,78,1156,792,557,bykaranteli.com
2025-05-20,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,103672,52603,80860,1000,3707,23325,5893,2424,514,bykaranteli.com
2025-05-13,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,29070,3043,17182,8623,451,2453,2239,1276,1997,bykaranteli.com
2025-05-13,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,26467,3630,8173,2545,211,5901,2844,6224,2136,bykaranteli.com
2025-05-13,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,19714,737,10075,2670,1288,65,1500,754,649,bykaranteli.com
2025-05-13,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,74537,33053,45743,1319,6983,22892,7859,2260,520,bykaranteli.com
2025-05-06,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,27971,3156,19432,7805,423,3247,633,1360,1120,bykaranteli.com
2025-05-06,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,22534,5274,10792,1790,451,6163,3139,5639,1910,bykaranteli.com
2025-05-06,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,13573,983,5259,1790,1870,251,678,637,590,bykaranteli.com
2025-05-06,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,66205,21251,46504,1557,8762,27561,2821,1949,381,bykaranteli.com
2025-04-29,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,26966,2162,18060,8128,509,2315,636,1307,991,bykaranteli.com
2025-04-29,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,20731,6170,9266,1321,475,4850,3083,5462,1797,bykaranteli.com
2025-04-29,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,13667,852,6209,1490,1365,84,180,756,509,bykaranteli.com
2025-04-29,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,48373,9270,28081,1831,9582,27458,2465,1862,374,bykaranteli.com
2025-04-22,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,28202,1983,18186,8105,904,3160,633,1253,1059,bykaranteli.com
