report_date,market_code,market_name,open_interest,hedge_fund_long,hedge_fund_short,institutional_long,institutional_short,other_reportable_long,other_reportable_short,small_trader_long,small_trader_short,source
2022-02-01,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,9948,1248,6716,5536,703,1120,991,1232,882,bykaranteli.com
2022-02-01,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,12153,1844,8752,187,0,5783,891,3796,1213,bykaranteli.com
2022-02-01,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,3611,651,2312,0,179,1404,11,861,472,bykaranteli.com
2022-02-01,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,20838,7461,15910,0,0,10239,3885,1457,260,bykaranteli.com
2022-01-25,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,11756,1565,7612,5525,1004,1573,571,1469,957,bykaranteli.com
2022-01-25,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,31706,20804,16039,133,0,3051,11482,5140,1656,bykaranteli.com
2022-01-25,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,4186,679,2581,0,207,1630,0,991,506,bykaranteli.com
2022-01-25,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,77729,63422,67784,0,0,11268,2112,1655,315,bykaranteli.com
2022-01-18,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,11468,1496,7339,5417,1043,1445,717,1407,836,bykaranteli.com
2022-01-18,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,30778,19869,19450,164,0,3478,7712,5216,1497,bykaranteli.com
2022-01-18,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,3868,879,2477,0,109,1333,40,906,508,bykaranteli.com
2022-01-18,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,51794,40388,42367,0,0,8838,1660,1561,252,bykaranteli.com
2022-01-11,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,10855,1464,7159,5419,968,1085,540,1441,882,bykaranteli.com
2022-01-11,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,30142,18542,18179,184,0,3728,9614,5457,1211,bykaranteli.com
2022-01-11,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,3880,1031,2408,17,109,927,92,1069,490,bykaranteli.com
2022-01-11,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,35375,23497,27029,0,0,9061,841,1448,134,bykaranteli.com
2022-01-04,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,10563,1451,6807,5541,900,749,793,1498,801,bykaranteli.com
2022-01-04,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,16821,4317,5353,183,0,3864,6956,4873,1049,bykaranteli.com
2022-01-04,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,3530,1092,2604,43,111,769,3,1111,449,bykaranteli.com
2022-01-04,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,10140,2092,7847,0,0,6475,1202,979,140,bykaranteli.com
2021-12-28,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,12468,2453,8104,5554,859,697,426,1606,840,bykaranteli.com
2021-12-28,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,41281,23128,27637,76,0,3934,5740,5882,1114,bykaranteli.com
2021-12-28,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,4554,1343,3223,0,111,1081,21,1264,453,bykaranteli.com
2021-12-28,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,20861,14221,16992,0,0,5205,1682,1017,125,bykaranteli.com
2021-12-21,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,12852,1893,7571,5630,751,1048,946,1755,916,bykaranteli.com
2021-12-21,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,42418,23274,29011,96,0,3686,3773,5654,1207,bykaranteli.com
2021-12-21,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,4903,1462,3288,36,111,1078,23,1216,445,bykaranteli.com
2021-12-21,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,15798,11267,12553,0,0,3618,1975,878,137,bykaranteli.com
2021-12-14,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,13518,2198,7824,5759,778,1816,1259,1565,1050,bykaranteli.com
2021-12-14,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,41265,18401,26761,34,0,3973,1290,5580,1304,bykaranteli.com
2021-12-14,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,4910,1803,3368,0,113,987,90,1197,522,bykaranteli.com
2021-12-14,146022,MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE,6342,2795,4228,0,0,2910,1396,637,150,bykaranteli.com
2021-12-07,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,13242,1997,8095,5826,718,1735,933,1668,877,bykaranteli.com
2021-12-07,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,36875,14831,23873,142,70,3714,1551,6047,1047,bykaranteli.com
2021-12-07,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,4535,1205,3248,25,74,1144,32,1302,457,bykaranteli.com
2021-11-30,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,13197,2374,7811,5726,702,1662,1494,1811,817,bykaranteli.com
2021-11-30,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,16817,2284,5797,252,0,3719,5287,5652,965,bykaranteli.com
2021-11-30,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,4981,1418,3953,36,74,1077,36,1547,537,bykaranteli.com
2021-11-23,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,14357,2414,7063,5395,750,1590,300,2094,2663,bykaranteli.com
2021-11-23,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,39611,20107,11400,244,0,4201,19546,6844,1191,bykaranteli.com
2021-11-23,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,5244,1609,4136,71,74,1035,39,1624,531,bykaranteli.com
2021-11-16,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,13648,2236,8182,5139,779,1280,268,2008,887,bykaranteli.com
2021-11-16,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,28752,15839,14962,253,0,4116,11137,6564,1276,bykaranteli.com
2021-11-16,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,5339,1689,4431,43,4,1162,33,1579,464,bykaranteli.com
2021-11-09,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,13821,2620,8676,4980,750,1638,220,2071,827,bykaranteli.com
2021-11-09,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,24109,11689,13901,216,0,3633,7472,6682,1163,bykaranteli.com
2021-11-09,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,5354,1627,4445,124,0,1114,159,1673,361,bykaranteli.com
2021-11-02,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,13512,2957,8642,4807,691,1471,218,1943,752,bykaranteli.com
2021-11-02,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,21425,9606,14543,165,0,4027,4200,6008,1058,bykaranteli.com
2021-11-02,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,5155,1483,4331,134,0,1042,108,1736,370,bykaranteli.com
2021-10-26,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,16671,3185,9423,1794,514,2498,414,4810,981,bykaranteli.com
2021-10-26,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,65656,40491,57278,158,0,12420,1700,5760,1314,bykaranteli.com
2021-10-26,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,5230,1350,3931,141,0,971,193,1779,469,bykaranteli.com
2021-10-19,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,13605,2072,8317,839,354,4153,219,3868,1268,bykaranteli.com
2021-10-19,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,61604,36531,53345,162,0,11418,1446,5939,1549,bykaranteli.com
2021-10-19,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,5024,1428,3701,136,0,1148,222,1580,598,bykaranteli.com
2021-10-12,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,10918,2148,6863,696,320,4204,211,1751,880,bykaranteli.com
2021-10-12,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,50937,26822,43164,117,0,9840,1107,4992,1165,bykaranteli.com
2021-10-12,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,4677,1328,3741,77,21,1231,22,1473,531,bykaranteli.com
2021-10-05,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,8886,1710,5994,487,399,3472,210,1758,794,bykaranteli.com
2021-10-05,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,36142,15014,28709,105,0,7897,899,4507,1110,bykaranteli.com
2021-10-05,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,4736,1242,3892,0,12,1511,53,1459,408,bykaranteli.com
2021-09-28,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,7039,1338,4956,559,413,2642,210,1480,775,bykaranteli.com
2021-09-28,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,26423,4893,23752,125,0,15795,533,4487,1237,bykaranteli.com
2021-09-28,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,4296,1162,3356,0,85,1402,22,1185,456,bykaranteli.com
2021-09-21,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,7348,1971,4939,519,471,1916,210,1845,846,bykaranteli.com
2021-09-21,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,25615,7039,21448,40,0,8369,564,5029,997,bykaranteli.com
2021-09-21,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,3972,842,3232,0,11,1373,20,1278,397,bykaranteli.com
2021-09-14,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,6620,1780,4496,502,451,1612,210,1811,710,bykaranteli.com
2021-09-14,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,25482,8508,20288,91,0,4641,827,5314,835,bykaranteli.com
2021-09-14,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,4195,981,3618,62,0,1405,0,1380,337,bykaranteli.com
2021-09-07,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,6659,1684,4990,621,378,1923,210,1850,641,bykaranteli.com
2021-09-07,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,22540,9052,18951,79,0,4098,924,5453,667,bykaranteli.com
2021-09-07,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,4272,1088,3626,57,30,1377,28,1438,295,bykaranteli.com
2021-08-31,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,6362,1810,4797,702,370,1586,247,1720,591,bykaranteli.com
2021-08-31,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,14637,4361,10933,78,0,3112,312,4670,745,bykaranteli.com
2021-08-31,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,4029,1093,3366,57,58,1193,30,1444,302,bykaranteli.com
2021-08-24,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,7515,2016,5302,695,311,1864,247,1923,780,bykaranteli.com
2021-08-24,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,22285,4781,15326,53,0,6574,505,4830,1111,bykaranteli.com
2021-08-24,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,3796,935,3173,54,47,1080,23,1494,370,bykaranteli.com
2021-08-17,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,7363,2292,5542,672,311,1845,239,1863,816,bykaranteli.com
2021-08-17,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,24067,5531,15832,72,0,6851,398,4456,920,bykaranteli.com
2021-08-17,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,3989,1036,3286,54,80,1260,52,1382,302,bykaranteli.com
2021-08-10,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,6769,1995,5113,629,275,1749,231,1774,758,bykaranteli.com
2021-08-10,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,19439,4836,14503,36,0,6668,480,4247,1150,bykaranteli.com
2021-08-10,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,3794,876,3073,50,42,1330,13,1273,314,bykaranteli.com
2021-08-03,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,6408,1969,4782,643,234,1571,169,1605,761,bykaranteli.com
2021-08-03,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,14072,3222,11303,39,0,5546,527,3791,753,bykaranteli.com
2021-08-03,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,3501,778,2788,25,51,1291,0,1134,345,bykaranteli.com
2021-07-27,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,7802,2800,4841,494,165,984,306,1692,748,bykaranteli.com
2021-07-27,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,19506,8571,13721,0,0,3730,538,4304,1025,bykaranteli.com
2021-07-27,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,3133,657,2380,25,75,1057,0,1153,408,bykaranteli.com
2021-07-20,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,8283,3738,5724,560,602,1373,262,1564,868,bykaranteli.com
2021-07-20,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,19719,10470,10830,0,0,3119,954,5103,1455,bykaranteli.com
2021-07-20,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,3267,932,2282,0,118,1061,106,1019,482,bykaranteli.com
2021-07-13,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,7129,2696,4923,546,496,1484,226,1542,816,bykaranteli.com
2021-07-13,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,17959,9232,15269,0,0,3296,666,4571,1202,bykaranteli.com
2021-07-13,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,3252,1074,2306,0,142,958,21,1004,534,bykaranteli.com
2021-07-06,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,6889,2412,4603,504,497,1384,184,1603,782,bykaranteli.com
2021-07-06,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,16228,8448,13747,0,0,2483,380,4521,912,bykaranteli.com
2021-07-06,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,3428,1142,2625,0,120,977,73,1153,394,bykaranteli.com
2021-06-29,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,6788,2291,4357,542,613,1389,180,1615,815,bykaranteli.com
2021-06-29,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,15481,8095,12974,0,0,2128,652,4446,919,bykaranteli.com
2021-06-29,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,2733,1136,2087,0,81,333,62,1107,317,bykaranteli.com
2021-06-22,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,7914,2563,4927,419,739,1910,361,1913,888,bykaranteli.com
2021-06-22,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,28720,9516,10915,60,0,2570,4988,5869,1053,bykaranteli.com
2021-06-22,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,2896,1174,2217,0,126,477,78,1105,310,bykaranteli.com
2021-06-15,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,7528,2603,5090,517,629,1604,199,1851,731,bykaranteli.com
2021-06-15,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,18230,1993,5699,210,0,2813,1925,4373,1204,bykaranteli.com
2021-06-15,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,3470,1448,2720,0,75,612,31,1228,426,bykaranteli.com
2021-06-08,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,7566,2507,4964,382,739,1915,233,1903,825,bykaranteli.com
2021-06-08,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,21144,5892,9010,210,0,2564,2994,5307,1028,bykaranteli.com
2021-06-08,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,3527,1346,2662,43,80,711,98,1189,409,bykaranteli.com
2021-06-01,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,7318,2081,4949,407,619,2144,269,1900,778,bykaranteli.com
2021-06-01,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,13050,3375,6993,210,0,2273,2818,4943,962,bykaranteli.com
2021-06-01,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,2819,1177,2310,0,64,416,34,1181,366,bykaranteli.com
2021-05-25,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,8893,2261,5748,404,651,2564,336,2071,814,bykaranteli.com
2021-05-25,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,37049,28633,22466,160,0,3054,2309,4391,2717,bykaranteli.com
2021-05-25,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,3665,1580,2626,0,62,726,293,1136,467,bykaranteli.com
2021-05-18,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,9160,3302,6123,356,1085,2402,302,1819,845,bykaranteli.com
2021-05-18,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,32865,27406,19344,0,0,1950,946,2988,2525,bykaranteli.com
2021-05-18,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,2969,1332,2264,0,84,383,52,1087,363,bykaranteli.com
2021-05-11,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,8259,2327,5409,377,910,2152,271,2152,821,bykaranteli.com
2021-05-11,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,5203,1042,2812,0,0,1547,477,1580,607,bykaranteli.com
2021-05-11,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,2843,1123,2089,0,70,405,44,1180,463,bykaranteli.com
2021-05-04,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,8306,2544,5507,370,994,2020,258,2286,868,bykaranteli.com
2021-05-04,133742,MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE,2965,1737,1930,0,0,610,320,469,566,bykaranteli.com
2021-05-04,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,2416,950,1858,66,0,311,69,997,397,bykaranteli.com
2021-04-27,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,8429,1991,5464,369,869,2040,169,2685,1031,bykaranteli.com
2021-04-27,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,2675,1011,1945,60,0,228,118,1110,320,bykaranteli.com
2021-04-20,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,8817,2616,6709,372,554,2173,268,2652,711,bykaranteli.com
2021-04-20,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,2034,790,1536,60,33,75,53,979,282,bykaranteli.com
2021-04-13,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,9653,2979,7634,366,340,2433,174,2820,695,bykaranteli.com
2021-04-13,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,2017,757,1495,0,32,166,119,936,213,bykaranteli.com
2021-04-06,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,9865,2481,7477,355,519,3105,174,2742,750,bykaranteli.com
2021-04-06,146021,ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE,1772,794,1414,0,55,70,124,842,113,bykaranteli.com
2021-03-30,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,9322,2335,7144,354,534,2992,173,2596,676,bykaranteli.com
2021-03-23,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,9897,2606,7198,358,463,2608,315,2828,794,bykaranteli.com
2021-03-16,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,9335,2099,6756,357,516,2352,139,3055,717,bykaranteli.com
2021-03-09,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,8785,2055,6148,331,619,2573,186,2635,872,bykaranteli.com
2021-03-02,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,8068,1757,5563,323,643,2419,168,2465,829,bykaranteli.com
2021-02-23,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,10572,2633,7639,314,551,3650,259,2892,908,bykaranteli.com
2021-02-16,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,11426,3301,8750,338,339,3030,132,3508,760,bykaranteli.com
2021-02-09,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,11055,3149,8481,348,265,2822,64,3423,755,bykaranteli.com
2021-02-02,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,9469,3031,7224,308,357,2008,161,3070,651,bykaranteli.com
2021-01-26,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,10787,3605,7991,308,225,2424,364,3176,756,bykaranteli.com
2021-01-19,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,11945,3911,9119,639,123,2879,674,3529,746,bykaranteli.com
2021-01-12,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,12039,4107,9602,733,0,2522,373,3676,633,bykaranteli.com
2021-01-05,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,11296,3544,9058,793,32,2672,261,3343,774,bykaranteli.com
2020-12-29,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,10653,3679,8466,620,32,2123,245,3165,720,bykaranteli.com
2020-12-21,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,12603,4357,10320,573,30,2418,120,3878,663,bykaranteli.com
2020-12-15,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,11370,3946,8702,492,26,2027,84,3134,606,bykaranteli.com
2020-12-08,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,11750,4365,9354,544,11,2063,177,3403,506,bykaranteli.com
2020-12-01,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,11812,4509,9375,626,0,2442,460,3334,461,bykaranteli.com
2020-11-24,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,12336,5441,9864,668,0,2381,300,3104,787,bykaranteli.com
2020-11-17,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,11509,5305,8097,845,4,1933,1663,3110,697,bykaranteli.com
2020-11-10,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,11311,5097,7881,832,7,2250,1803,2839,595,bykaranteli.com
2020-11-03,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,11278,4379,8007,800,0,2539,2030,3405,425,bykaranteli.com
2020-10-27,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,12665,5462,9010,770,0,2579,2578,3540,478,bykaranteli.com
2020-10-20,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,10896,4558,7741,874,0,1926,2320,3072,369,bykaranteli.com
2020-10-13,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,9353,3487,6314,702,0,1713,2063,2961,486,bykaranteli.com
2020-10-06,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,7511,2153,4854,703,64,1604,1747,2696,491,bykaranteli.com
2020-09-29,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,7324,2004,4730,525,28,1590,1482,2649,528,bykaranteli.com
2020-09-22,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,8426,2280,4480,285,12,1580,2062,3006,597,bykaranteli.com
2020-09-15,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,9383,2819,5224,717,12,1653,2766,3415,602,bykaranteli.com
2020-09-08,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,8198,2758,4661,256,35,1729,2028,2724,514,bykaranteli.com
2020-09-01,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,10617,4271,6842,745,182,1947,1775,2815,439,bykaranteli.com
2020-08-25,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,11615,4839,6148,296,1,1957,2345,3197,1215,bykaranteli.com
2020-08-18,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,14454,5760,8590,296,585,2776,2427,3885,535,bykaranteli.com
2020-08-11,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,13090,6444,7785,206,495,1943,2677,3428,484,bykaranteli.com
2020-08-04,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,12703,6312,7702,451,584,2131,3106,3514,436,bykaranteli.com
2020-07-28,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,13068,5982,7942,646,684,2292,2847,3685,552,bykaranteli.com
2020-07-21,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,9230,4122,6062,485,278,2217,1651,2277,577,bykaranteli.com
2020-07-14,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,8322,3573,5460,444,255,2306,1385,1896,586,bykaranteli.com
2020-07-07,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,8165,3262,5731,626,203,2132,1048,2060,575,bykaranteli.com
2020-06-30,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,7675,3079,5332,362,80,2255,1017,1874,648,bykaranteli.com
2020-06-23,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,9330,3847,6230,642,297,2120,1417,2308,511,bykaranteli.com
2020-06-16,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,8784,3776,5710,406,294,2169,1447,2193,629,bykaranteli.com
2020-06-09,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,9565,4203,6198,435,214,2175,1816,2473,562,bykaranteli.com
2020-06-02,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,8824,3684,5752,423,214,1806,1706,2597,480,bykaranteli.com
2020-05-26,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,8722,3880,4783,363,93,1755,2501,2286,636,bykaranteli.com
2020-05-19,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,10878,5458,6815,342,193,1535,2576,2896,346,bykaranteli.com
2020-05-12,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,9939,4923,6477,282,113,1389,2047,2645,345,bykaranteli.com
2020-05-05,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,7784,3312,4269,316,0,1330,2302,2071,346,bykaranteli.com
2020-04-28,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,6111,2024,3379,324,35,1233,1784,2011,417,bykaranteli.com
2020-04-21,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,5648,2394,3026,218,316,759,1600,1973,440,bykaranteli.com
2020-04-14,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,5538,2260,3198,203,283,868,1394,1903,397,bykaranteli.com
2020-04-07,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,5448,2452,3652,221,204,671,934,1765,355,bykaranteli.com
2020-03-31,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,3947,1489,2602,173,248,900,453,1259,554,bykaranteli.com
2020-03-24,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,3909,1136,2291,125,297,969,550,1503,631,bykaranteli.com
2020-03-17,133741,BITCOIN - CHICAGO MERCANTILE EXCHANGE,4474,1869,2907,101,465,584,504,1481,495,bykaranteli.com
